title,currency,properties,neighborhood,title-2,title-3,price_dop
Casas disponibles en puerto plata separe 10%,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""170"", ""terrain_square_meters"": ""220"", ""mini_bathrooms_quantity"": ""1""}",Brugal,Puerto Plata,Puerto Plata,56.04
Local Para Oficina En Renta Próximo Al Nacional Arroyo Hondo,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""5"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""112""}",,Distrito Nacional,Santo Domingo,67253.04
Apartamento ¡¡nuevo!!! en Evaristo Morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",,Distrito Nacional,Santo Domingo,13338519.6
Apartamento en la jacobo matjluta,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 76}",Ciudad modelo norte,Santo Domingo Norte,Santo Domingo,2500000.0
ALQUILER APARTAMENTO EN LA ESPERILLA ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""150""}",La Esperilla,Distrito Nacional,Santo Domingo,50439.78
Apartamento en alquiler en la Esperilla ,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""148"", ""mini_bathrooms_quantity"": ""1""}",La Esperilla,Distrito Nacional,Santo Domingo,53241.99
ALQUILO Apartamento En Torre Moderna En Bella Vista Zona Exclusiva,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""266"", ""mini_bathrooms_quantity"": ""1""}",Bella Vista,Distrito Nacional,Santo Domingo,128901.66
Terreno económico en el cupey,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""110"", ""terrain_square_meters"": ""400"", ""mini_bathrooms_quantity"": ""1""}",Brugal,Puerto Plata,Puerto Plata,2521.99
VENDO Apartamento Duplex Totalmente Amueblado En Serralles Zona 1ª ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""250"", ""mini_bathrooms_quantity"": ""1""}",Serrallés,Distrito Nacional,Santo Domingo,16812699.56
Apartamento amueblado de 2 hab en Evaristo Morales,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""122"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,70055.25
VENDO 2do Piso Con Terraza Dúplex En Serralles Zona 1ª ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""350"", ""mini_bathrooms_quantity"": ""1""}",Serrallés,Distrito Nacional,Santo Domingo,16812699.56
Apartamento de  oportunidad  de una habitación en Naco ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""89"", ""mini_bathrooms_quantity"": ""1""}",Ensanche Naco,Distrito Nacional,Santo Domingo,6445083.0
 APARTAMENTO EN VENTA EN SAN ISIDRO LABRADOR,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""63"", ""mini_bathrooms_quantity"": ""0""}",San Isidro Afuera,Santo Domingo Este,Santo Domingo,2900000.0
Venta de casas,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""180"", ""terrain_square_meters"": ""180"", ""mini_bathrooms_quantity"": ""1""}",San isidro,Santo Domingo Este,Santo Domingo,10928619.0
Comodo Apartamento en venta zonar Oriental. (RESIDENCIAL MARIA MERCEDES),USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 1, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 68}",Villa Faro,Santo Domingo Este,Santo Domingo,2408000.0
Venta de apartamento ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""91"", ""mini_bathrooms_quantity"": ""2""}",Hainamosa,Santo Domingo Este,Santo Domingo,2990000.0
Penthouse finamente amueblado de 3 hab en La Julia,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""200"", ""mini_bathrooms_quantity"": ""2""}",La Julia,Distrito Nacional,Santo Domingo,112088.4
Apartamento venta brisas del mar,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""106""}",,Santo Domingo Este,Santo Domingo,3200000.0
"Apartamento en VENTA  en San Isidro, SDE",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""120"", ""mini_bathrooms_quantity"": ""0""}",San Isidro Adentro,Santo Domingo Este,Santo Domingo,3800000.0
Casa de dos niveles,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""228"", ""terrain_square_meters"": ""250"", ""mini_bathrooms_quantity"": ""1""}",Las Antillas ,Santiago de los Caballeros,Santiago,9415425.6
 penthouse,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 3, ""build_square_meters"": 157}",San isidro,Santo Domingo Este,Santo Domingo,7200000.0
Apartamentos en venta Km 17 Autopista Duarte ,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""68""}",Otro,Santo Domingo Oeste,Santo Domingo,2955750.0
VENDO CASA DE 2 NIVELES,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""1"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""0"", ""terrain_square_meters"": ""0"", ""mini_bathrooms_quantity"": ""1""}",Guaricano,Santo Domingo Norte,Santo Domingo,2900000.0
Vendo Local comercial para oficina ,USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""12"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""400"", ""terrain_square_meters"": ""500""}",Los Prados,Distrito Nacional,Santo Domingo,30895095.0
"Vendo casa en villa Aura 
",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""160"", ""terrain_square_meters"": ""200"", ""mini_bathrooms_quantity"": ""1""}",,Santo Domingo Oeste,Santo Domingo,7200000.0
Segundo piso en Bella Vista 3hab.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""230"", ""mini_bathrooms_quantity"": ""1""}",Bella Vista ,Distrito Nacional,Santo Domingo,11796309.0
Penthouse en venta en Costa Verde,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""260"", ""mini_bathrooms_quantity"": ""1""}",,Santo Domingo Oeste,Santo Domingo,10672851.0
Vendo hermoso apartamento en el Millón.,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""140""}",El Millón,Distrito Nacional,Santo Domingo,7302477.0
Vendo hermoso apartamento en Evaristo morales,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""160"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,10672851.0
Vendo terreno en la montaña de San Cristobal La colonia ,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": 9000}",,Otras ciudades,San Cristóbal,20820000.0
"Vendo Nave en Herrera 
Precio us$ 590,000",USD,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""6"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""1400"", ""terrain_square_meters"": ""1200""}",Herrera cerca de la isabela Aguiar ,Santo Domingo Oeste,Santo Domingo,33142011.0
SE VENDE local comercial,DOP,"{""property_type"": ""Sin Amueblar"", ""offices_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""245""}",,Higüey,La Altagracia,25.0
Apto. De 2hab. Con línea blanca a una esquina de Pricesmart. Zona Universitaria,USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""85"", ""mini_bathrooms_quantity"": ""1""}",Zona Universitaria ,Distrito Nacional,Santo Domingo,47746.97
Apartamento 4to Piso Con Terraza Privada,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""105""}",,Santo Domingo Este,Santo Domingo,4500000.0
Vendo casa en Altos de Arroyo HondoVenta,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 243, ""terrain_square_meters"": ""515""}",Altos De Arroyo Hondo,Distrito Nacional,Santo Domingo,7700000.0
Se vende Apartamento amueblado en Juan Dolio.,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""85"", ""mini_bathrooms_quantity"": ""1""}",,Juan Dolio,San Pedro de Macorís,12638902.5
"Bella vista Sur ,se alquila moderno y espectacular apartemento.",USD,"{""property_type"": ""Con linea blanca"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""140"", ""mini_bathrooms_quantity"": ""1""}","Bella vista Sur .
",Distrito Nacional,Santo Domingo,47746.97
𝐓𝐨𝐫𝐫𝐞 𝐌𝐨𝐝𝐞𝐫𝐧𝐚,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 1, ""bathrooms_quantity"": 1, ""building_condition"": ""En construcción"", ""build_square_meters"": 53, ""mini_bathrooms_quantity"": 1}",Evaristo Morales,Distrito Nacional,Santo Domingo,6654751.6
"Vendo apto en la esperilla 
4 habitaciones 
",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""445"", ""mini_bathrooms_quantity"": ""1""}",La esperilla ,Distrito Nacional,Santo Domingo,24154347.0
Apartamentos,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""150"", ""mini_bathrooms_quantity"": ""1""}",,Santo Domingo Oeste,Santo Domingo,2808645.0
Local comercial en alquiler en Piantini ,USD,"{""property_type"": ""Sin Amueblar"", ""build_square_meters"": ""24""}",,Distrito Nacional,Santo Domingo,39321.03
"Vista Verde, Residencial Costa Verde. PRECIOS NEGOCIABLES.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""191"", ""mini_bathrooms_quantity"": ""1""}",Mirador Sur,Distrito Nacional,Santo Domingo,6516056.4
Apartamento en el Centro de Santo Domingo,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 2, ""bathrooms_quantity"": 1, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 72}",Ensanche Quisqueya,Distrito Nacional,Santo Domingo,4150000.0
Apartamento de oportunidad Santo Domingo ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Nuevo"", ""build_square_meters"": 80, ""terrain_square_meters"": ""80"", ""mini_bathrooms_quantity"": ""1""}",Brugal,Puerto Plata,Puerto Plata,56.17
"Solar en los Restauradores 1,200mts  En la 27 de febrero",USD,"{""terrain_usage_type"": ""Comercial"", ""terrain_square_meters"": 1200}",Los Restauradores,Distrito Nacional,Santo Domingo,78642.06
"Torre Panorama Amueblado, Piscina, gym, etc.",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Nuevo"", ""build_square_meters"": ""114"", ""mini_bathrooms_quantity"": ""0""}",El Millón,Distrito Nacional,Santo Domingo,11515444.5
Apartamentos en villa mella,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""70""}",Villa Mella,Santo Domingo Norte,Santo Domingo,2499999.0
Vendo casa de veraneo ,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""5"", ""bathrooms_quantity"": ""4"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""400"", ""terrain_square_meters"": ""3144"", ""mini_bathrooms_quantity"": ""1""}",Cambita ,San Cristóbal,San Cristóbal,10953715.5
"HERMOSA CASA EN VENTA
",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""0"", ""mini_bathrooms_quantity"": ""0""}",CARLOS DANIEL,Mao,Valverde,5500000.0
"Vendo pentouhase en el Real 
",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""4"", ""bathrooms_quantity"": ""4"", ""build_square_meters"": ""400"", ""mini_bathrooms_quantity"": ""1""}",Real ,Distrito Nacional,Santo Domingo,24716076.0
"Apartamentos Modernos y amplios ubicados en el sector de Villa Aura, SD Oeste.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En construcción"", ""build_square_meters"": 117, ""mini_bathrooms_quantity"": 1}",Vila Aura,Santo Domingo Oeste,Santo Domingo,5504944.2
Renta de apartamento amueblado en Punta Cana Village,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""78"", ""mini_bathrooms_quantity"": ""1""}",Otro,Bávaro/Punta Cana,La Altagracia,39321.03
"Venta y Renta de Apartamento en Gazcue, Santo Domingo",USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""140"", ""mini_bathrooms_quantity"": ""1""}",Alquiler US $ 900,Distrito Nacional,Santo Domingo,8145070.5
"Solar de 299 mts en Venta, Residencial Cerrado, Santiago RAS-102",DOP,"{""terrain_usage_type"": ""Comercial"", ""terrain_square_meters"": ""299""}",,Santiago de los Caballeros,Santiago,2636568.0
"APARTAMENTO CON TERRAZA EN VENTA , EL CONDADO ",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Nuevo"", ""build_square_meters"": 142, ""mini_bathrooms_quantity"": 1}",El Condado,Distrito Nacional,Santo Domingo,7800000.0
PENTHOUSE EN ARROYO HONDO VIEJO,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""build_square_meters"": ""281"", ""mini_bathrooms_quantity"": ""1""}",Viejo Arroyo Hondo,Distrito Nacional,Santo Domingo,11500000.0
Proyecto de apartamentos en la Prolongación 27,DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""En construcción"", ""build_square_meters"": ""91""}",,Santo Domingo Oeste,Santo Domingo,3810000.0
Vendo Apartamento amueblado en Naco,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""300"", ""mini_bathrooms_quantity"": ""1""}",Gazcue,Distrito Nacional,Santo Domingo,16851870.0
"Apto. Naco , 1 Hab y dos baños. Nuevo.",USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""1"", ""bathrooms_quantity"": ""1"", ""build_square_meters"": ""60"", ""mini_bathrooms_quantity"": ""1""}","Naco, por López de Vega ",Distrito Nacional,Santo Domingo,44657.46
Vendo hermoso apartamento en  Evaristo morales ,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""165"", ""mini_bathrooms_quantity"": ""1""}",Evaristo Morales,Distrito Nacional,Santo Domingo,9437047.2
Apartamentos,USD,"{""property_type"": ""Amueblado"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""Segundo uso"", ""build_square_meters"": 120, ""mini_bathrooms_quantity"": 1}",Hato Nuevo,Santo Domingo Oeste,Santo Domingo,2808645.0
Proyecto de apartamento en la Jacobo,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": 3, ""bathrooms_quantity"": 2, ""building_condition"": ""En planos"", ""build_square_meters"": 89, ""mini_bathrooms_quantity"": 1}",Jacobo Majluta,Santo Domingo Norte,Santo Domingo,3033336.6
Solar San Felipe Villa Mella,DOP,"{""terrain_usage_type"": ""Residencial"", ""terrain_square_meters"": ""162""}",Villa Mella,Santo Domingo Norte,Santo Domingo,435000.0
VILLAS DE VENTA EN BAVARO PUNTA CANA,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""3"", ""building_condition"": ""En planos"", ""build_square_meters"": ""125"", ""mini_bathrooms_quantity"": ""1""}",Otro,Bávaro/Punta Cana,La Altagracia,7021612.5
Apartamento en gazcue,USD,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""2"", ""bathrooms_quantity"": ""2"", ""build_square_meters"": ""150""}",,Distrito Nacional,Santo Domingo,6516056.4
"Casas tipo Town House con
acceso Controlado, Garita de seguridad, Cámaras de Vig",DOP,"{""property_type"": ""Sin Amueblar"", ""rooms_quantity"": ""3"", ""bathrooms_quantity"": ""2"", ""building_condition"": ""Segundo uso"", ""build_square_meters"": ""142"", ""terrain_square_meters"": ""000"", ""mini_bathrooms_quantity"": ""0""}",Residencial Romana Del Oeste,La Romana,La Romana,4300000.0
